,year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
1110,2015,Network and computer systems administrators,"Computer, Engineering, and Science",Computer and mathematical,190100,156374,33726,17.7,70574,71367.0,65148.0,91.3
1111,2015,Computer network architects,"Computer, Engineering, and Science",Computer and mathematical,103813,94936,8877,8.6,95506,95720.0,92370.0,96.5
1112,2015,"Computer , all other","Computer, Engineering, and Science",Computer and mathematical,502477,386665,115812,23.0,69200,70207.0,66684.0,95.0
1113,2015,Actuaries,"Computer, Engineering, and Science",Computer and mathematical,22141,14827,7314,33.0,102240,112444.0,92323.0,82.1
1114,2015,Mathematicians,"Computer, Engineering, and Science",Computer and mathematical,2100,1291,809,38.5,86951,103750.0,65179.0,
1115,2015,Operations research analysts,"Computer, Engineering, and Science",Computer and mathematical,129326,66333,62993,48.7,77057,86722.0,70289.0,81.1
1116,2015,Statisticians,"Computer, Engineering, and Science",Computer and mathematical,33912,17309,16603,49.0,83209,87300.0,80260.0,91.9
1117,2015,Miscellaneous mathematical science ,"Computer, Engineering, and Science",Computer and mathematical,3951,2344,1607,40.7,76250,82500.0,62345.0,
1118,2015,"Architects, except naval","Computer, Engineering, and Science",Architecture and Engineering,147505,111828,35677,24.2,76033,80488.0,63891.0,79.4
1119,2015,"Surveyors, cartographers, and photogrammetrists","Computer, Engineering, and Science",Architecture and Engineering,25698,21372,4326,16.8,61862,62003.0,56677.0,
1120,2015,Aerospace engineers,"Computer, Engineering, and Science",Architecture and Engineering,104657,92536,12121,11.6,101228,102004.0,90768.0,89.0
1121,2015,Agricultural engineers,"Computer, Engineering, and Science",Architecture and Engineering,3091,2915,176,5.7,78423,78679.0,47268.0,
1122,2015,Biomedical engineers,"Computer, Engineering, and Science",Architecture and Engineering,11102,9850,1252,11.3,76167,76923.0,62000.0,
1123,2015,Chemical engineers,"Computer, Engineering, and Science",Architecture and Engineering,56266,47775,8491,15.1,100960,100944.0,101063.0,100.1
1124,2015,Civil engineers,"Computer, Engineering, and Science",Architecture and Engineering,276172,242805,33367,12.1,82611,85482.0,75346.0,88.1
1125,2015,Computer hardware engineers,"Computer, Engineering, and Science",Architecture and Engineering,47062,40447,6615,14.1,95440,97034.0,84479.0,87.1
1126,2015,Electrical and electronics engineers,"Computer, Engineering, and Science",Architecture and Engineering,190417,174106,16311,8.6,92880,95103.0,81359.0,85.5
1127,2015,Environmental engineers,"Computer, Engineering, and Science",Architecture and Engineering,25754,19312,6442,25.0,80846,82150.0,75857.0,92.3
1128,2015,"Industrial engineers, including health and safety","Computer, Engineering, and Science",Architecture and Engineering,179731,145147,34584,19.2,76826,77713.0,71361.0,91.8
1129,2015,Marine engineers and naval architects,"Computer, Engineering, and Science",Architecture and Engineering,10832,10002,830,7.7,90353,90095.0,100404.0,
1130,2015,Materials engineers,"Computer, Engineering, and Science",Architecture and Engineering,38312,33756,4556,11.9,80694,81705.0,69452.0,
1131,2015,Mechanical engineers,"Computer, Engineering, and Science",Architecture and Engineering,225549,206416,19133,8.5,82760,83340.0,80750.0,96.9
1132,2015,"Mining and geological engineers, including mining safety engineers","Computer, Engineering, and Science",Architecture and Engineering,9279,8253,1026,11.1,89517,87399.0,101360.0,
1133,2015,Nuclear engineers,"Computer, Engineering, and Science",Architecture and Engineering,6116,5449,667,10.9,111462,113113.0,102149.0,
1134,2015,Petroleum engineers,"Computer, Engineering, and Science",Architecture and Engineering,28922,25358,3564,12.3,125678,131162.0,111271.0,
1135,2015,"Engineers, all other","Computer, Engineering, and Science",Architecture and Engineering,474766,412308,62458,13.2,92062,95216.0,81156.0,85.2
1136,2015,Drafters,"Computer, Engineering, and Science",Architecture and Engineering,124921,104061,20860,16.7,51609,52192.0,47475.0,91.0
1137,2015,"Engineering technicians, except drafters","Computer, Engineering, and Science",Architecture and Engineering,316833,263123,53710,17.0,55024,56580.0,46172.0,81.6
1138,2015,Surveying and mapping technicians,"Computer, Engineering, and Science",Architecture and Engineering,50931,47838,3093,6.1,50504,50771.0,45360.0,
1139,2015,Agricultural and food scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",17366,11069,6297,36.3,61150,70009.0,54178.0,77.4
1140,2015,Biological scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",62763,33697,29066,46.3,61141,62192.0,60114.0,96.7
1141,2015,Conservation scientists and foresters,"Computer, Engineering, and Science","Life, Physical, and Social Science",17087,13930,3157,18.5,52470,55144.0,51359.0,
1142,2015,Medical scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",118091,59308,58783,49.8,75438,82246.0,67361.0,81.9
1143,2015,"Life scientists, all other","Computer, Engineering, and Science","Life, Physical, and Social Science",10172,5461,4711,46.3,72742,74723.0,60413.0,
1144,2015,Astronomers and physicists,"Computer, Engineering, and Science","Life, Physical, and Social Science",8276,7232,1044,12.6,100407,100634.0,86477.0,
1145,2015,Atmospheric and space scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",8367,6577,1790,21.4,82852,86926.0,68836.0,
1146,2015,Chemists and materials scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",74050,44599,29451,39.8,67342,73671.0,63822.0,86.6
1147,2015,Environmental scientists and geoscientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",58056,41197,16859,29.0,77010,81693.0,67141.0,82.2
1148,2015,"Physical scientists, all other","Computer, Engineering, and Science","Life, Physical, and Social Science",180602,107571,73031,40.4,77740,86695.0,66893.0,77.2
1149,2015,Economists,"Computer, Engineering, and Science","Life, Physical, and Social Science",22836,15043,7793,34.1,103467,111549.0,95733.0,85.8
1150,2015,Survey researchers,"Computer, Engineering, and Science","Life, Physical, and Social Science",929,493,436,46.9,90354,106250.0,70950.0,
1151,2015,Psychologists,"Computer, Engineering, and Science","Life, Physical, and Social Science",122868,38661,84207,68.5,71416,85861.0,66765.0,77.8
1152,2015,Urban and regional planners,"Computer, Engineering, and Science","Life, Physical, and Social Science",20118,11843,8275,41.1,71387,72133.0,70053.0,97.1
1153,2015,"Miscellaneous social scientists and related workers, including sociologists","Computer, Engineering, and Science","Life, Physical, and Social Science",23218,13124,10094,43.5,66855,70191.0,61742.0,88.0
1154,2015,Agricultural and food science technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",30579,20012,10567,34.6,46084,50753.0,37219.0,73.3
1155,2015,Biological technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",17556,8664,8892,50.6,50100,51100.0,46928.0,91.8
1156,2015,Chemical technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",59673,40557,19116,32.0,52119,55771.0,48499.0,87.0
1157,2015,Geological and petroleum technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",16682,13285,3397,20.4,73543,75499.0,61777.0,
1158,2015,Nuclear technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",3383,2432,951,28.1,71703,75769.0,61483.0,
1159,2015,Social science research assistants,"Computer, Engineering, and Science","Life, Physical, and Social Science",2205,775,1430,64.9,42435,52552.0,42284.0,
1160,2015,"Miscellaneous life, physical, and social science technicians","Computer, Engineering, and Science","Life, Physical, and Social Science",132230,69433,62797,47.5,42427,46514.0,40928.0,88.0
1161,2015,Counselors,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,547839,159706,388133,70.8,44100,45444.0,43490.0,95.7
1162,2015,Social workers,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,693187,129081,564106,81.4,42350,45076.0,42172.0,93.6
1163,2015,Probation officers and correctional treatment specialists,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,83528,42632,40896,49.0,48528,50128.0,46479.0,92.7
1164,2015,Social and human service assistants,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,134496,28824,105672,78.6,37178,41363.0,36551.0,88.4
1165,2015,"Miscellaneous community and social service specialists, including health educators and community health workers","Education, Legal, Community Service, Arts, and Media",Community and Social Service,65726,19664,46062,70.1,44030,48495.0,41334.0,85.2
1166,2015,Clergy,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,329537,277594,51943,15.8,44518,45275.0,41604.0,91.9
1167,2015,"Directors, religious activities and education","Education, Legal, Community Service, Arts, and Media",Community and Social Service,47490,23089,24401,51.4,41935,49056.0,38554.0,78.6
1168,2015,"Religious workers, all other","Education, Legal, Community Service, Arts, and Media",Community and Social Service,35916,14303,21613,60.2,36943,42330.0,35712.0,84.4
1169,2015,Lawyers,"Education, Legal, Community Service, Arts, and Media",Legal,879090,569258,309832,35.2,120930,130914.0,101441.0,77.5
1170,2015,Judicial law clerks,"Education, Legal, Community Service, Arts, and Media",Legal,12429,6332,6097,49.1,55499,51492.0,59954.0,
1171,2015,"Judges, magistrates, and other judicial workers","Education, Legal, Community Service, Arts, and Media",Legal,53899,29676,24223,44.9,101014,121650.0,71919.0,59.1
1172,2015,Paralegals and legal assistants,"Education, Legal, Community Service, Arts, and Media",Legal,316583,52309,264274,83.5,48453,50668.0,48007.0,94.7
1173,2015,Miscellaneous legal support workers,"Education, Legal, Community Service, Arts, and Media",Legal,130165,40597,89568,68.8,51139,61075.0,46881.0,76.8
1174,2015,Postsecondary teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",879141,469912,409229,46.5,65629,71485.0,61046.0,85.4
1175,2015,Preschool and kindergarten teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",340735,9808,330927,97.1,24938,27004.0,24853.0,92.0
1176,2015,Elementary and middle school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",2316620,513022,1803598,77.9,50192,52182.0,49006.0,93.9
1177,2015,Secondary school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",542418,234178,308240,56.8,51915,55088.0,50921.0,92.4
1178,2015,Special education teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",168678,26883,141795,84.1,48795,49731.0,48593.0,97.7
1179,2015,Other teachers and instructors,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",354049,161351,192698,54.4,43893,50979.0,38426.0,75.4
1180,2015,"Archivists, curators, and museum technicians","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",32237,13806,18431,57.2,50931,51822.0,50497.0,97.4
1181,2015,Librarians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",108825,21011,87814,80.7,50871,53810.0,50445.0,93.7
1182,2015,Library technicians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",16438,3363,13075,79.5,36316,40776.0,33668.0,
